row,gender,Insurer,risk,with name?,state,coverage,duration,Compensation,Medical fee per incident,Medical fee in period,Franchise percentage,Minimum franchise,previous period,History of damage?,Bachelor's calculation?,Total premium?,Risk percentage,churn
731,male,company,moderate risk,no,Tehran,annually,365,6000000000,50000000,150000000,0,0,no,no,yes,5896800,0,no
732,female,company,low risk,no,Qazvin,annually,365,2000000000,20000000,20000000,5,250000,no,no,no,11043541,0,no
733,male,person,moderate risk,yes,Khuzestan,annually,365,6000000000,50000000,150000000,5,250000,no,no,yes,4627476,0,no
734,male,person,moderate risk,yes,South Khorasan,annually,365,4000000000,10000000,20000000,5,250000,no,no,yes,4209084,0,no
735,male,company,low risk,no,Semnan,annually,365,6000000000,20000000,60000000,5,250000,yes,no,yes,5373972,0,yes
736,male,person,low risk,yes,Kerman,annually,365,2000000000,20000000,40000000,5,250000,yes,no,yes,8271396,0,yes
737,male,person,risky,no,Mazandaran,short term,62,6000000000,10000000,30000000,5,250000,no,no,yes,1497421,0,no
738,male,person,risky,no,Razavi Khorasan,annually,365,2000000000,30000000,30000000,5,250000,yes,no,yes,1914408,0,yes
739,male,person,risky,no,Isfahan,annually,365,10000000000,50000000,250000000,5,250000,yes,no,no,18197784,0,yes
740,male,person,low risk,yes,Kerman,annually,365,4000000000,30000000,60000000,5,250000,yes,no,yes,18322741,0,yes
741,male,person,moderate risk,no,Khuzestan,annually,365,2000000000,50000000,100000000,5,250000,no,no,yes,2417148,0,no
742,male,company,moderate risk,no,Isfahan,annually,365,4000000000,20000000,40000000,5,25,yes,no,yes,5218452,0,yes
743,male,company,low risk,no,Tehran,annually,365,6000000000,20000000,60000000,5,25,yes,no,yes,3014496,0,yes
744,male,person,moderate risk,no,Kordestan,short term,62,4000000000,50000000,100000000,5,250000,no,no,yes,1711584,0,no
745,male,person,low risk,no,Qom,annually,365,4000000000,50000000,150000000,5,250000,no,no,yes,3274236,0,no
746,male,person,low risk,no,Qom,annually,365,4000000000,50000000,100000000,5,250000,no,no,yes,2366388,0,no
747,male,company,risky,no,Sistan and Baluchestan,annually,365,30000000000,40000000,600000000,0,0,no,no,no,42711840,0,no
748,male,person,moderate risk,no,Isfahan,short term,93,2000000000,20000000,20000000,5,250000,no,no,no,3527172,0,no
749,male,company,risky,no,Hamedan,short term,93,10000000000,20000000,100000000,0,0,no,no,yes,4313844,0,no
750,female,company,low risk,no,Fars,annually,365,8000000000,30000000,120000000,5,250000,no,no,yes,113000000,0,no
751,male,company,risky,yes,Hormozgan,annually,365,10000000000,5000000,25000000,5,250000,no,no,no,22505472,0,no
752,male,person,low risk,no,Khuzestan,annually,365,4000000000,50000000,100000000,5,250000,yes,no,no,3751164,10,no
753,male,person,low risk,no,Qom,annually,365,2000000000,50000000,100000000,50,250000,no,no,no,2264760,0,no
754,male,person,low risk,no,Qom,annually,365,4000000000,50000000,100000000,5,250000,no,no,no,1944648,0,no
755,male,company,low risk,no,Isfahan,annually,365,4000000000,10000000,20000000,5,250000,yes,no,no,9906624,0,yes
756,male,person,low risk,no,Lorestan,annually,365,6000000000,20000000,60000000,10,500000,no,no,no,3585276,0,no
757,male,company,moderate risk,no,Khuzestan,short term,48,4000000000,20000000,40000000,5,250000,yes,no,no,2247696,0,yes
758,male,company,moderate risk,no,Hormozgan,annually,365,4000000000,5000000,10000000,5,250000,no,no,no,12512232,0,no
759,male,company,risky,no,Ilam,short term,185,4000000000,10000000,20000000,5,250000,no,no,no,3231792,0,no
760,male,person,low risk,yes,Tehran,annually,365,6000000000,50000000,150000000,5,250000,no,no,no,12407688,0,no
761,male,company,risky,no,East Azarbaijan,annually,365,6000000000,20000000,60000000,0,0,yes,no,no,36735930,0,yes
762,male,person,risky,yes,Tehran,annually,365,4000000000,40000000,80000000,5,250000,yes,no,no,4869720,0,yes
763,male,person,moderate risk,no,Tehran,annually,365,4000000000,30000000,60000000,0,0,yes,no,no,5046624,0,yes
764,male,person,risky,no,Razavi Khorasan,annually,365,4000000000,10000000,20000000,5,250000,no,no,no,3443581,0,no
765,female,person,low risk,no,Semnan,annually,365,6000000000,20000000,40000000,5,250000,no,no,yes,5000400,0,no
766,male,person,risky,no,Isfahan,annually,365,6000000000,10000000,30000000,5,250000,yes,no,no,7933464,0,yes
767,male,person,risky,no,Isfahan,annually,365,4000000000,10000000,20000000,5,250000,yes,no,no,6473844,0,yes
768,male,person,risky,no,Isfahan,annually,365,6000000000,10000000,30000000,5,250000,yes,no,no,13662000,0,yes
769,male,company,low risk,no,Kerman,annually,365,2000000000,10000000,10000000,5,250000,yes,no,no,10990080,0,yes
770,female,person,low risk,yes,Isfahan,annually,365,6000000000,20000000,60000000,5,25,yes,no,no,1183896,0,yes
771,male,person,moderate risk,yes,Qazvin,annually,365,2000000000,40000000,40000000,5,250000,no,no,no,1384668,0,no
772,male,company,risky,no,Semnan,annually,365,4000000000,50000000,200000000,5,250000,yes,no,no,46537200,7,no
773,male,company,risky,no,Semnan,annually,365,2000000000,50000000,100000000,5,250000,yes,no,no,6022080,0,no
774,male,company,moderate risk,no,Semnan,annually,365,2000000000,50000000,50000000,5,250000,yes,no,no,8029368,0,no
775,male,person,risky,no,North Khorasan,daily,93,4000000000,50000000,100000000,5,250000,yes,no,no,2984040,0,yes
776,female,person,low risk,yes,Isfahan,annually,365,6000000000,20000000,60000000,5,25,yes,no,no,1080000,0,yes
777,male,person,moderate risk,no,Qom,annually,365,2000000000,20000000,60000000,5,250000,no,no,no,4399164,0,no
778,male,company,risky,yes,Khuzestan,annually,365,4000000000,15000000,60000000,5,250000,no,no,no,31695408,0,no
779,male,person,risky,no,Hormozgan,annually,365,4000000000,5000000,10000000,5,250000,no,no,no,6937056,0,no
780,male,company,moderate risk,no,Hormozgan,annually,365,4000000000,20000000,40000000,5,250000,no,no,no,5328828,0,no
781,male,company,risky,no,Isfahan,short term,89,4000000000,20000000,40000000,5,100000,no,no,no,4497228,0,no
782,male,company,low risk,no,Semnan,annually,365,4000000000,20000000,40000000,0,0,yes,no,no,11421000,0,no
783,male,person,low risk,no,Isfahan,annually,365,4000000000,10000000,20000000,5,250000,yes,no,no,4235760,0,yes
784,male,company,low risk,no,Semnan,annually,365,4000000000,30000000,60000000,5,250000,no,no,no,7585381,0,no
785,male,person,risky,no,Tehran,annually,365,2000000000,50000000,50000000,5,250000,yes,no,no,5764716,0,yes
786,male,company,moderate risk,no,Gilan,daily,31,2000000000,20000000,60000000,5,250000,yes,no,no,1080000,0,yes
787,male,person,low risk,no,Zanjan,daily,124,2000000000,20000000,20000000,0,0,no,no,no,1641168,0,no
788,female,person,low risk,no,Isfahan,annually,365,4000000000,20000000,40000000,5,250000,no,no,no,1371708,0,no
789,male,person,risky,no,Hormozgan,annually,365,4000000000,5000000,10000000,5,250000,no,no,no,6937056,0,no
790,male,person,risky,no,Lorestan,annually,365,4000000000,30000000,60000000,10,500000,no,no,no,6709716,0,no
791,male,person,moderate risk,no,Qom,annually,365,4000000000,100000000,200000000,5,250000,no,no,no,2421468,0,no
792,male,person,risky,no,Hormozgan,annually,365,4000000000,5000000,10000000,5,250000,no,no,no,6937056,0,no
793,male,person,risky,no,Hormozgan,annually,365,2000000000,5000000,5000000,5,250000,no,no,no,2352024,0,no
794,male,company,moderate risk,no,Qom,short term,39,10000000000,30000000,150000000,5,250000,no,no,no,2580661,0,no
795,male,company,risky,yes,Markazi,annually,365,4000000000,20000000,40000000,10,500000,no,no,no,3548124,0,no
796,male,company,moderate risk,no,Fars,annually,365,4000000000,30000000,60000000,5,250000,no,no,no,3699972,0,no
797,male,person,low risk,no,Bushehr,annually,365,6000000000,20000000,60000000,5,250000,no,no,no,2581308,0,no
798,male,person,moderate risk,no,Razavi Khorasan,annually,365,2000000000,10000000,10000000,5,250000,yes,no,no,2161621,0,yes
799,male,person,risky,no,Bushehr,annually,365,14000000000,20000000,140000000,5,250000,no,no,no,8897581,0,no
800,male,person,risky,no,Bushehr,annually,365,14000000000,20000000,140000000,5,250000,no,no,no,8897581,0,no
801,female,company,low risk,yes,Markazi,short term,310,6000000000,20000000,60000000,10,500000,no,no,yes,28000000,0,no
802,male,person,low risk,no,Kordestan,annually,365,4000000000,25000000,50000000,5,250000,yes,no,no,4294836,0,yes
803,male,person,risky,no,Bushehr,annually,365,10000000000,20000000,100000000,5,250000,no,no,no,5059908,0,no
804,male,company,low risk,no,Ardabil,annually,365,2000000000,30000000,90000000,5,250000,yes,no,no,1774008,0,yes
805,male,company,low risk,no,Isfahan,short term,93,2000000000,20000000,20000000,5,250000,no,no,no,1080000,0,no
806,male,person,low risk,no,Tehran,annually,365,6000000000,50000000,250000000,5,250000,no,no,no,5444064,0,no
807,male,person,low risk,no,Mazandaran,annually,365,4000000000,20000000,40000000,5,250000,yes,no,no,3855924,0,yes
808,male,person,risky,no,Isfahan,long term,366,8000000000,80000000,160000000,5,250000,yes,no,no,7244208,0,yes
809,male,person,risky,no,Qazvin,daily,31,4000000000,40000000,80000000,5,250000,yes,no,no,1080000,0,yes
810,male,company,low risk,no,Tehran,annually,365,4000000000,30000000,60000000,5,250000,yes,no,no,7604388,0,yes
811,male,person,low risk,no,Hamedan,annually,365,6000000000,30000000,90000000,10,600000,yes,no,no,2518236,0,no
812,male,person,risky,no,Hormozgan,annually,365,2000000000,20000000,20000000,5,250000,yes,no,no,3264084,0,yes
813,female,person,low risk,no,Qom,annually,365,10000000000,50000000,250000000,5,250000,no,no,no,8576280,0,no
814,female,company,low risk,no,East Azarbaijan,annually,365,4000000000,20000000,40000000,10,250000,no,no,no,4969080,0,no
815,male,person,low risk,no,Isfahan,annually,365,4000000000,20000000,40000000,5,250000,yes,no,no,2114640,0,yes
816,male,person,low risk,no,Khuzestan,annually,365,4000000000,20000000,40000000,5,250000,no,no,no,3164724,0,no
817,male,company,low risk,no,Qom,annually,365,4000000000,100000000,200000000,5,250000,no,no,no,1080000,0,no
818,female,company,low risk,yes,Khuzestan,annually,365,4000000000,30000000,90000000,5,250000,no,no,no,15415164,0,no
819,male,person,risky,no,Semnan,annually,365,4000000000,50000000,100000000,5,250000,no,no,no,10092816,0,no
820,male,person,moderate risk,yes,Qazvin,annually,365,4000000000,40000000,80000000,5,250000,no,no,no,2769444,0,no
821,male,person,moderate risk,no,Alborz,annually,365,10000000000,50000000,100000000,5,250000,yes,no,no,13496760,0,yes
822,male,person,low risk,no,Qom,annually,365,2000000000,50000000,100000000,5,250000,no,no,no,2534221,0,no
823,male,person,low risk,no,Isfahan,annually,365,4000000000,20000000,40000000,5,250000,yes,no,no,1388016,0,yes
824,male,person,risky,no,Isfahan,annually,365,6000000000,10000000,30000000,10,250000,no,no,no,13577436,0,no
825,male,person,risky,no,Sistan and Baluchestan,annually,365,14000000000,0,0,5,250000,no,no,no,8402941,0,no
826,male,person,moderate risk,no,Alborz,daily,93,2000000000,20000000,20000000,5,250000,no,no,no,1218024,0,no
827,male,person,moderate risk,no,Qom,annually,365,2000000000,40000000,40000000,5,250000,no,no,no,1653156,0,no
828,male,person,moderate risk,yes,Razavi Khorasan,annually,365,2000000000,10000000,10000000,5,250000,yes,no,no,4241484,0,yes
829,male,person,moderate risk,no,Isfahan,annually,365,4000000000,30000000,60000000,5,250000,no,no,no,4939056,0,no
830,male,person,low risk,no,Markazi,annually,365,2000000000,100000000,100000000,5,250000,no,no,no,1080000,0,no
831,male,company,low risk,no,East Azarbaijan,daily,184,6000000000,50000000,150000000,0,0,no,no,no,13760496,0,no
832,male,person,risky,no,Isfahan,short term,31,4000000000,20000000,40000000,0,0,no,no,no,1080000,0,no
833,female,person,moderate risk,no,Isfahan,short term,31,6000000000,20000000,60000000,0,0,no,no,no,1158301,0,no
834,male,person,moderate risk,no,Kerman,annually,365,6000000000,30000000,90000000,5,250000,no,no,no,1794204,0,no
835,male,person,low risk,no,Qom,annually,365,2000000000,100000000,100000000,5,250000,no,no,no,2308501,0,no
836,male,person,risky,no,Zanjan,short term,124,4000000000,40000000,80000000,5,250000,no,no,no,2988468,0,no
837,male,person,risky,no,Hormozgan,annually,365,10000000000,0,0,5,250000,yes,no,no,6002101,0,yes
838,male,company,risky,no,Isfahan,annually,365,4000000000,10000000,20000000,5,250000,no,no,no,6496308,0,no
839,female,person,low risk,yes,Khuzestan,daily,31,2000000000,50000000,100000000,5,250000,no,no,no,1080000,0,no
840,male,person,risky,no,Mazandaran,daily,31,4000000000,20000000,40000000,5,250000,no,no,no,1080000,0,no
841,female,person,low risk,no,Semnan,annually,365,4000000000,20000000,40000000,5,250000,no,no,no,2046276,0,no
842,male,company,risky,yes,Zanjan,daily,93,4000000000,30000000,60000000,5,250000,no,no,no,4724028,0,no
843,male,person,risky,no,North Khorasan,annually,365,4000000000,50000000,100000000,5,250000,yes,yes,no,6702696,0,yes
844,male,company,moderate risk,no,Tehran,annually,365,6000000000,30000000,90000000,5,250000,yes,no,no,9313272,0,yes
845,male,person,moderate risk,no,South Khorasan,annually,365,6000000000,20000000,60000000,10,500000,yes,no,no,7076160,0,no
846,female,person,low risk,no,Semnan,annually,365,2000000000,20000000,20000000,5,250000,no,no,no,2116800,0,no
847,male,company,risky,no,Kerman,daily,93,2000000000,30000000,30000000,5,250000,no,no,no,1844640,0,no
848,male,person,moderate risk,no,Mazandaran,daily,31,2000000000,50000000,50000000,5,250000,no,no,no,1080000,0,no
849,male,person,low risk,no,Fars,annually,365,2000000000,30000000,30000000,5,250000,no,no,no,1080000,0,no
850,male,person,low risk,no,Fars,short term,31,2000000000,30000000,30000000,5,250000,no,no,no,1080000,0,no
851,male,person,risky,no,North Khorasan,annually,365,6000000000,50000000,150000000,5,250000,no,no,no,6741901,0,no
852,male,person,risky,no,Khuzestan,annually,365,2000000000,50000000,50000000,5,250000,no,no,no,3606120,0,no
853,male,person,low risk,no,Isfahan,annually,365,6000000000,20000000,60000000,5,250000,yes,no,no,2413152,0,yes
854,male,person,risky,no,Lorestan,annually,365,4000000000,50000000,100000000,10,500000,yes,no,no,6233328,0,yes
855,male,person,moderate risk,no,Qom,annually,365,2000000000,50000000,100000000,5,250000,no,no,no,4694112,0,no
856,male,company,risky,no,Khuzestan,daily,62,6000000000,40000000,80000000,5,250000,no,no,no,12444408,0,no
857,male,person,moderate risk,no,Tehran,annually,365,4000000000,10000000,20000000,5,250000,yes,no,no,4269348,0,yes
858,male,person,low risk,no,Razavi Khorasan,annually,365,4000000000,10000000,20000000,5,250000,yes,no,no,7994808,0,yes
859,male,company,risky,no,Khuzestan,daily,61,6000000000,50000000,200000000,5,250000,no,no,no,16547976,0,no
860,male,person,low risk,no,Sistan and Baluchestan,annually,365,4000000000,30000000,60000000,5,250000,no,no,no,2878956,0,no
861,male,person,low risk,no,Qazvin,daily,31,2000000000,50000000,50000000,5,250000,no,no,no,1080000,0,no
862,male,person,moderate risk,yes,Gilan,annually,365,6000000000,20000000,60000000,5,250000,yes,no,no,3998916,0,no
863,male,person,low risk,no,Tehran,annually,365,4000000000,30000000,60000000,5,250000,yes,no,no,4014360,0,yes
864,male,person,moderate risk,no,Khuzestan,daily,124,4000000000,20000000,40000000,5,250000,no,no,no,1810296,0,no
865,male,person,risky,no,Bushehr,annually,365,14000000000,20000000,160000000,5,250000,no,no,no,8007876,0,no
866,male,person,risky,no,Bushehr,annually,365,10000000000,10000000,50000000,5,250000,no,no,no,5469336,0,no
867,male,person,risky,no,Bushehr,annually,365,16000000000,20000000,160000000,5,250000,no,no,no,10207836,0,no
868,male,person,risky,yes,Kermanshah,annually,365,12000000000,70000000,420000000,0,0,no,no,no,5172336,0,no
869,male,person,risky,no,Tehran,daily,31,2000000000,50000000,50000000,5,1000000,no,no,no,1223964,10,no
870,female,person,risky,no,Khuzestan,short term,364,20000000000,30000000,300000000,10,500000,no,no,no,47071261,0,no
871,male,person,risky,no,Lorestan,daily,184,4000000000,50000000,100000000,10,500000,no,no,no,4241701,0,no
872,male,person,low risk,no,Khuzestan,annually,365,2000000000,50000000,50000000,5,250000,no,no,no,2832732,10,no
873,male,company,risky,no,Kermanshah,annually,365,16000000000,50000000,400000000,0,0,yes,no,no,27028728,0,yes
874,male,company,risky,no,Kermanshah,annually,365,16000000000,50000000,400000000,0,0,yes,no,no,27028728,0,yes
875,male,person,moderate risk,no,Tehran,daily,31,2000000000,20000000,20000000,20,500000,no,no,no,1080000,0,no
876,male,person,risky,no,Hamedan,daily,61,6000000000,20000000,60000000,5,300000,no,no,no,2317032,15,no
877,male,person,risky,no,Bushehr,annually,365,10000000000,10000000,50000000,5,250000,yes,no,no,4750920,0,no
878,male,person,low risk,no,Qom,annually,365,4000000000,50000000,150000000,5,250000,no,no,no,2141101,0,no
879,male,person,moderate risk,no,Zanjan,annually,365,2000000000,50000000,100000000,0,0,no,no,no,1979640,0,no
880,male,person,moderate risk,no,Khuzestan,annually,365,6000000000,50000000,150000000,5,250000,yes,no,no,8066952,0,yes
881,male,person,risky,yes,Zanjan,short term,31,4000000000,50000000,100000000,0,0,no,no,no,1773792,0,no
882,male,person,risky,no,Tehran,short term,31,2000000000,50000000,50000000,5,250000,no,no,no,1080000,0,no
883,male,company,moderate risk,yes,Isfahan,short term,93,4000000000,10000000,20000000,5,250000,yes,no,no,10303200,0,yes
884,male,person,low risk,no,Isfahan,annually,365,4000000000,20000000,40000000,5,250000,yes,no,no,1143072,0,yes
885,female,person,low risk,yes,Isfahan,annually,365,20000000000,20000000,200000000,5,250000,yes,no,no,3265920,0,yes
886,male,company,moderate risk,yes,Yazd,annually,365,16000000000,50000000,1000000000,10,500000,no,no,no,128015748,5,no
887,male,person,risky,no,Tehran,annually,365,10000000000,50000000,250000000,5,250000,no,no,no,49448556,0,no
888,male,person,moderate risk,no,Qom,annually,365,2000000000,20000000,60000000,5,250000,no,no,no,3800736,0,no
889,male,company,moderate risk,no,Isfahan,annually,365,10000000000,20000000,100000000,5,250000,yes,no,no,28560708,0,yes
890,male,person,low risk,no,Qom,short term,2,4000000000,50000000,250000000,5,250000,no,no,no,3467341,0,no
891,male,company,moderate risk,no,Gilan,daily,31,2000000000,30000000,60000000,5,250000,no,no,no,1080000,0,no
892,male,person,moderate risk,no,Tehran,annually,365,2000000000,50000000,50000000,5,250000,yes,no,no,5404428,0,yes
893,male,person,low risk,no,Qom,annually,365,2000000000,50000000,50000000,5,250000,no,no,no,1990224,0,no
894,male,person,low risk,no,Tehran,annually,365,6000000000,50000000,150000000,5,250000,yes,no,no,6117012,0,yes
895,male,person,risky,no,Isfahan,annually,365,6000000000,20000000,60000000,5,250000,yes,no,no,14423832,0,yes
896,male,person,risky,no,North Khorasan,daily,184,6000000000,50000000,150000000,5,250000,yes,no,no,4478868,0,yes
897,male,person,moderate risk,no,Qom,short term,32,2000000000,50000000,100000000,5,250000,no,no,no,2058804,0,no
898,male,person,low risk,no,Mazandaran,annually,365,4000000000,20000000,40000000,5,250000,yes,no,no,2161188,0,yes
899,male,person,moderate risk,no,Kerman,annually,365,4000000000,10000000,30000000,5,250000,yes,no,no,9932868,0,yes
900,male,person,risky,no,Qom,annually,365,2000000000,20000000,40000000,5,250000,yes,no,no,6787908,0,yes
901,male,person,moderate risk,no,East Azarbaijan,short term,93,2000000000,20000000,20000000,10,250000,no,no,no,3973968,0,no
902,male,company,moderate risk,no,Tehran,annually,365,6000000000,40000000,120000000,5,250000,no,no,no,12677505,0,no
903,male,person,low risk,no,Isfahan,annually,365,6000000000,20000000,60000000,5,250000,yes,no,no,6416172,0,yes
904,male,person,moderate risk,no,Qom,annually,365,2000000000,100000000,200000000,5,250000,no,no,no,4835808,0,no
905,male,company,moderate risk,yes,Mazandaran,annually,365,6000000000,20000000,60000000,5,250000,no,no,no,3725568,0,no
906,male,person,moderate risk,no,Isfahan,annually,365,4000000000,20000000,40000000,5,250000,no,no,no,3833676,0,no
907,female,company,low risk,no,Isfahan,daily,31,4000000000,20000000,40000000,0,0,yes,no,no,2806272,0,yes
908,male,person,risky,no,Isfahan,annually,365,4000000000,20000000,40000000,5,250000,yes,yes,no,18553644,0,yes
909,male,person,low risk,no,Kermanshah,annually,365,4000000000,40000000,80000000,5,250000,yes,no,no,6020461,0,yes
910,male,person,risky,no,Isfahan,annually,365,4000000000,10000000,20000000,5,150000,yes,no,no,4162752,0,yes
911,female,person,moderate risk,yes,Zanjan,daily,40,4000000000,30000000,60000000,0,0,no,no,no,1080000,0,no
912,female,company,moderate risk,yes,Bushehr,annually,365,16000000000,40000000,320000000,5,250000,no,no,no,19321308,0,no
913,female,company,moderate risk,yes,Khuzestan,annually,365,10000000000,40000000,200000000,5,250000,no,no,no,14636268,0,no
914,male,person,risky,yes,Isfahan,annually,365,4000000000,20000000,40000000,5,250000,yes,yes,no,11515176,0,yes
915,male,person,risky,no,Bushehr,annually,365,14000000000,10000000,70000000,5,250000,no,no,no,8859024,0,no
916,male,person,risky,no,Bushehr,annually,365,10000000000,30000000,150000000,5,250000,yes,no,no,10350181,0,no
917,male,person,risky,no,Isfahan,annually,365,4000000000,20000000,40000000,10,250000,yes,no,no,7060608,0,yes
918,male,person,risky,no,Hormozgan,annually,365,4000000000,5000000,10000000,5,250000,no,no,no,6937056,0,no
919,male,person,risky,no,Bushehr,annually,365,14000000000,20000000,140000000,5,250000,no,no,no,8563536,0,no
920,female,company,low risk,yes,Qazvin,annually,365,4000000000,30000000,60000000,0,0,no,no,yes,2079999,0,no
921,male,person,moderate risk,no,Razavi Khorasan,daily,183,4000000000,10000000,20000000,5,250000,no,no,no,6598261,0,no
922,female,person,risky,no,Bushehr,annually,365,14000000000,20000000,140000000,5,250000,no,no,no,8563536,0,no
923,male,company,moderate risk,no,Semnan,annually,365,8000000000,50000000,200000000,5,250000,no,no,no,10230732,0,no
924,male,person,moderate risk,no,Alborz,annually,365,4000000000,50000000,100000000,5,250000,yes,no,no,5226228,0,yes
925,male,person,risky,no,Bushehr,annually,365,12000000000,10000000,60000000,10,250000,no,no,no,12575628,0,no
926,male,company,low risk,no,Isfahan,annually,365,6000000000,10000000,30000000,5,250000,yes,no,no,9898848,0,yes
927,male,person,low risk,no,Isfahan,annually,365,6000000000,20000000,60000000,5,250000,yes,no,no,1661581,0,yes
928,male,person,moderate risk,no,Khuzestan,annually,365,4000000000,5000000,10000000,5,250000,yes,no,no,8826948,0,yes
929,male,company,risky,no,Isfahan,daily,13,7500000000,20000000,100000000,5,250000,yes,no,no,1984716,0,yes
930,male,person,low risk,no,Khuzestan,annually,365,4000000000,5000000,10000000,5,250000,yes,no,no,4749301,0,yes
931,male,person,moderate risk,no,Hamedan,annually,365,8000000000,20000000,80000000,0,0,yes,no,no,13868712,15,yes
932,male,company,risky,no,Tehran,daily,183,16000000000,50000000,450000000,5,250000,yes,no,no,67486251,0,yes
933,male,company,risky,no,Kerman,annually,365,4000000000,20000000,40000000,5,250000,no,no,no,8571096,0,no
934,male,person,moderate risk,no,Hormozgan,annually,365,2000000000,5000000,5000000,5,250000,no,no,no,2484324,0,no
935,male,person,low risk,no,Semnan,annually,365,2000000000,20000000,20000000,5,250000,yes,no,no,2102112,0,yes
936,male,company,moderate risk,yes,Khuzestan,annually,365,4000000000,30000000,60000000,0,0,no,no,no,7477596,0,no
937,male,person,low risk,no,Tehran,annually,365,6000000000,100000000,300000000,5,250000,yes,no,no,15703741,0,yes
938,male,person,risky,no,Hormozgan,annually,365,4000000000,5000000,10000000,5,250000,no,no,no,6937056,0,no
939,male,person,moderate risk,no,Isfahan,annually,365,4000000000,10000000,20000000,5,250000,yes,no,no,4579200,0,yes
940,male,company,low risk,no,Mazandaran,annually,365,6000000000,50000000,150000000,5,250000,yes,no,no,3503952,0,yes
941,male,person,risky,no,Hormozgan,annually,365,18000000000,0,0,0,0,yes,no,no,11372400,0,yes
942,male,person,risky,no,Isfahan,annually,365,6000000000,20000000,60000000,5,250000,yes,no,no,19999981,0,yes
943,male,person,low risk,no,Isfahan,annually,365,6000000000,10000000,30000000,5,250000,yes,no,no,4840560,0,yes
944,male,person,risky,no,Isfahan,annually,365,2000000000,10000000,20000000,5,250000,no,no,no,2265301,0,no
945,male,person,moderate risk,no,Tehran,annually,365,6000000000,30000000,60000000,5,250000,no,no,no,7367652,0,no
946,male,person,risky,no,Isfahan,annually,365,2000000000,10000000,20000000,5,250000,no,no,no,2265301,0,no
947,male,person,risky,no,Qom,annually,365,4000000000,20000000,20000000,5,250000,no,no,yes,4000000,0,no
948,male,person,risky,no,Isfahan,annually,365,4000000000,10000000,20000000,5,250000,no,no,no,3485052,0,no
949,male,company,low risk,yes,Isfahan,annually,365,4000000000,30000000,60000000,5,250000,yes,no,no,4358448,0,yes
950,male,company,moderate risk,no,Isfahan,annually,365,6000000000,20000000,100000000,5,250000,yes,no,no,60027480,0,yes
951,male,person,risky,no,Lorestan,annually,365,4000000000,20000000,40000000,0,0,no,no,no,2225664,0,no
952,male,company,moderate risk,no,Qom,short term,31,4000000000,50000000,100000000,5,250000,no,no,no,2761560,0,no
953,male,person,risky,yes,Isfahan,annually,365,4000000000,20000000,40000000,5,250000,yes,no,no,3385800,0,yes
954,male,person,risky,yes,Golestan,annually,365,2000000000,20000000,20000000,5,250000,yes,no,no,1231741,0,no
955,male,person,risky,no,Isfahan,annually,365,2000000000,10000000,10000000,5,250000,yes,no,no,9066600,0,yes
956,male,person,risky,no,Isfahan,annually,365,4000000000,20000000,40000000,25000,0,no,no,no,3692088,0,no
957,male,person,moderate risk,yes,Khuzestan,daily,62,4000000000,40000000,160000000,0,0,no,no,no,9449568,0,no
958,male,person,moderate risk,no,Lorestan,short term,364,4000000000,20000000,40000000,10,500000,no,no,no,2003076,0,no
959,male,company,risky,no,Mazandaran,annually,365,4000000000,50000000,100000000,5,250000,yes,no,no,13100724,0,yes
960,male,person,risky,no,Hormozgan,annually,365,6000000000,0,0,0,0,no,no,no,3790800,0,no
961,male,person,risky,no,Semnan,short term,182,2000000000,50000000,50000000,5,250000,yes,no,no,3089448,0,yes
962,male,person,moderate risk,no,Mazandaran,annually,365,4000000000,20000000,40000000,5,250000,yes,no,no,3454596,0,yes
963,male,person,risky,no,Hormozgan,annually,365,6000000000,0,0,0,0,no,no,no,3790800,0,no
964,male,person,risky,no,Hormozgan,annually,365,6000000000,0,0,0,0,no,no,no,3790800,0,no
965,male,person,moderate risk,no,Lorestan,annually,365,4000000000,10000000,20000000,0,0,no,no,no,2344032,0,no
966,male,person,risky,no,Hormozgan,annually,365,10000000000,0,0,0,0,yes,no,no,6318000,0,no
967,male,company,moderate risk,no,Kordestan,short term,364,2000000000,2000000,2000000,5,250000,yes,no,no,2196828,0,yes
968,male,person,moderate risk,no,Semnan,annually,365,4000000000,20000000,40000000,5,250000,yes,no,no,4541292,0,yes
969,male,person,low risk,no,Kermanshah,short term,92,6000000000,20000000,60000000,5,250000,no,no,no,2411640,0,no
970,male,company,risky,no,Bushehr,annually,365,14000000000,20000000,140000000,10,250000,no,no,no,18483228,0,no
971,male,person,moderate risk,yes,Semnan,annually,365,4000000000,10000000,20000000,5,250000,yes,no,no,4883328,0,yes
972,male,person,low risk,no,Semnan,annually,365,2000000000,50000000,50000000,5,250000,no,no,no,2155572,0,no
973,male,person,risky,no,Isfahan,annually,365,4000000000,40000000,40000000,5,250000,yes,no,no,6449760,0,yes
974,male,person,low risk,no,Kermanshah,annually,365,2000000000,30000000,30000000,5,250000,no,no,no,1787941,0,no
975,male,company,risky,no,Gilan,daily,92,2000000000,30000000,30000000,5,250000,no,no,no,5496444,0,no
976,male,person,moderate risk,yes,Mazandaran,annually,365,4000000000,10000000,20000000,5,250000,no,no,no,3702240,0,no
977,male,person,moderate risk,no,Yazd,annually,365,4000000000,30000000,60000000,10,500000,yes,no,no,10954440,0,no
978,male,person,moderate risk,no,Yazd,annually,365,4000000000,20000000,40000000,10,500000,yes,no,no,8794548,0,yes
